,source,target
8897,"Caddaynta ugu dambaysa waxay muujineysaa in labada shacab aysan sidii hore aheyn markii loo maleynayay kooxaha casriga ah sida Maasai iyo dadka reer Turkana inay muujinayaan saameyn hidde iyo dhaqan labadaba labadan koox prehistoric.
","Recent evidence suggests that the two populations were not as insular as once thought with modern groups such as the Maasai and the Turkana peoples exhibiting both genetic and cultural influence from both these prehistoric groups.
"
8898,"Marka loo eego taariikhda qadiimiga ah ee taariikhiga ah ee waxyaalaha la xiriira iyo waxyaalaha qalfoofka ah , Cushites waxay markii ugu horreysay degeen dhulka hoose ee Kenya inta u dhaxaysa 5,200 iyo 3,300 ybp , wejiga loo yaqaan ' "" Xoolo-dhaqatada Reer-hoose ee Savanna-xoola-dhaqatada ah "".
","According to archaeological dating of associated artifacts and skeletal material , the Cushites first settled in the lowlands of Kenya between 5,200 and 3,300 ybp , a phase referred to as the "" Lowland Savanna Pastoral Neolithic . ""
"
8899,"Waxay markii dambe ku faafeen buuraha Kenya iyo Tansaaniya qiyaastii 3,300 ybp , taas oo aakhirkii loo yaqaanay marxaladda "" sare ee xoolo-dhaqatada Highland Savanna "".
","These herding communities subsequently spread to the highlands of Kenya and Tanzania around 3,300 ybp , which is consequently known as the "" Highland Savanna Pastoral Neolithic "" phase.
"
8900,"Kooxaha koofurta koonfureed waxay ka badbaadeen illaa iyo xilligii Roman Era oo ka duwan kooxaha kale ee laga tirtiray tahriibka soo socda ee dadka ka yimid Galbeedka Afrika.
","In the Roman period and perhaps earlier , the toponym referred to a portion of the Southeast Africa coast extending from Kenya , to perhaps as far south as Tanzania.
"
8901,"Azania , waa magaca ah oo uu soo codsatay in qaybo kala duwan oo koonfur kulaylaha Africa.
","Livestock appear in northern Ethiopia and Djibouti relatively late , ≈ 4500-4000 BP , and are poorly documented elsewhere in the Horn of Africa and in South Sudan.
"
8902,"Xilligii Roomaanka iyo laga yaabee hore , toponym wuxuu tixraacayaa qayb ka mid ah xeebta Koonfur-Afrika ee ku fidsan Kenya , illaa laga yaabo ilaa koonfur fog illaa Tansaaniya.
","In the Roman period and perhaps earlier , the toponym referred to a portion of the Southeast Africa coast extending from Kenya , to perhaps as far south as Tanzania.
"
8903,"Gobol ay ka qodeen ayaa ka koobnaa 67 xabaal dhagax ka hor.
","Additionally , Judaism has a long presence in the region.
"
8904,"Qabuuradan iyo xabaalaha dhagaxa ah waxaa dhistay xoolo dhaqatada ku dhaqan Koonfurta Cushitic ee ku hadla Stone Bowl sida ay qabaan Stiles iyo kuwa kale oo salka ku haya cilimiyada cilmiga ee hadhaaga iyo calaamadaha luqadaha.
","Historical linguistic analysis indicates that the languages spoken in the Savanna Pastoral Neolithic culture of the Rift Valley and surrounding areas , may have been languages of the South Cushitic branch.
"
8905,"Geeska Afrika sidoo kale waa meesha haplogroup-ka E1b1b uu ka yimid , Christopher Ehret iyo Shomarka Keita waxay soo jeediyeen in juqraafiga khadka E1b1b la isugu keenay qaybinta luqadaha Afroasiatic.
","The Horn of Africa is also the place where the haplogroup E1b1b originated from , Christopher Ehret and Shomarka Keita have suggested that the geography of the E1b1b lineage coincides with the distribution of the Afroasiatic languages.
"
8906,"The Land of Punt ( Masriyiintii : "" "" ; akhrinta kale ee Egiptological Pwene ( t ) ) waxay ahayd boqortooyo qadiim ah.
","They also feature herders , possibly pastoral nomads , who are the creators of the paintings.
"
8907,"Duulimaadkii hore ee duugoobay ee Masaarida ee Punt waxaa abaabulay Fircoon Sahure oo ka mid ah Dawladii Fifth ( qarnigii 25aad ee BC ).
","The earliest recorded ancient Egyptian expedition to Punt was organized by Pharaoh Sahure of the Fifth Dynasty ( 25th century BC ).
"
8908,"Si kastaba ha noqotee , dahabka ka yimid Punt waxaa loo diiwaangeliyay inuu ku sugnaa Masar ilaa iyo xilligii Fircoon Khufu ee Dawladii Afaraad.
","However , gold from Punt is recorded as having been in Egypt as early as the time of Pharaoh Khufu of the Fourth Dynasty.
"
8909,"Qarnigii laba iyo tobnaad , ganacsiga lala yeesho Punt waxaa lagu xusaa suugaanta caanka ah ee "" Tale of Shipwrecked Sailor "".
","In the Twelfth Dynasty , trade with Punt was celebrated in popular literature in the "" Tale of the Shipwrecked Sailor . ""
"
8910,"Inta badan culimada maanta waxay aaminsan yihiin in Punt ay ku taal koonfur-bari Masar , oo ay u badan tahay gobolka xeebta ee casriga ah ee Jabuuti , Soomaaliya , waqooyi-bari Itoobiya , Eritrea , iyo xoola-dhaqatada Badda Cas ee Suudaan.
","Most scholars today believe Punt was situated to the southeast of Egypt , most likely in the coastal region of modern Djibouti , Somalia , northeast Ethiopia , Eritrea , and the Red Sea littoral of Sudan.
"
8911,"Waxa kale oo suuragal ah in dhulku daboolay labada gees ee Afrika iyo Koonfurta Carabiya.
","It is also possible that the territory covered both the Horn of Africa and Southern Arabia.
"
8912,"Puntland , gobolka maamul ee Soomaaliya ee ku yaal geeska geeska Afrika , waxaa loo magacaabay tixraaca Land Punt.
","Puntland , the Somali administrative region situated at the extremity of the Horn of Africa , is named in reference to the Land of Punt.
"
8913,"Waxa xiiso leh ereyga Habesha ( oo sidoo kale loo yaqaan ' dadka Abisiniyan ' ) taariikh ahaan ayaa loo adeegsaday ( ka hor inta aan la jaan-qaadin Itoobiyaanku ) si loogu tixraaco dhammaan dadka ku nool Geeska Afrika safarro carbeed iyo taariikh-yaqaanno juqraafiyeed.
","Interestingly the term Habesha ( also known as ' Abyssinian people ' ) was used historically ( before Abyssinian Ethiopian adaption ) to refer to all the populations in the Horn of Africa by Arab travelers and geographers.
"
8914,"Kii ugu horreeyay ee safradan wuxuu ahaa Al-Yaaqubi , oo booqday gobolka 872 CE.
","The first among these travelers was Al-Ya 'qubi , who visited the region in 872 CE.
"
8915,"Ereyga ayaa loo maleynayaa inay yihiin aqoonyahano asal ahaan ka soo jeeda Masar , khabiirka South Arab Eduard Glaser , wuxuu ku dooday in "" hieroglyphic "" ḫbstjw "" , loo adeegsaday tixraac "" dad shisheeye oo ka yimid gobollada soo saaray fooxa "" ( ie.
","The word is thought by some scholars to be of Egyptian origin , South Arabian expert Eduard Glaser , claimed that the hieroglyphic "" ḫbstjw , "" used in reference to "" a foreign people from the incense-producing regions "" ( i.e.
"
8916,"Punt ) waxaa adeegsaday Queen Hatshepsut c . 1460 BC , waxay ahayd adeegsiga koowaad ee ereyga ama si uun isku xidha.
","Punt ) used by Queen Hatshepsut c . 1460 BC , was the first usage of the term or somehow connected.
"
8917,""" Ta netjer "" , oo macnaheedu yahay "" Dhulkii Eebbe "".
",""" Ta netjer "" ( "" tꜣ nṯr "" ) , meaning "" God's Land . ""
"
8918,"Tani waxay tixraac u tahay xaqiiqda inay ka mid ahayd gobollada Sun Eebbe , taas oo ah , gobollada ku yaal jihada qorrax-soo-baxa , illaa Bariga Masar.
","This referred to the fact that it was among the regions of the Sun God , that is , the regions located in the direction of the sunrise , to the East of Egypt.
"
8919,".
","The Macrobians were warrior herders and seafarers.
"
8920,"WM Flinders Petrie waxay rumeysan tahay in Dynastic Race ay ka timid ama soo martay Punt iyo in "" Pan , ama Punt , ay ahayd degmo ku taal koonfurta koonfur galbeed Badda Cas , oo laga yaabo inay qabsato labada xeebta Afrika iyo Carabta "".
","W. M. Flinders Petrie believed that the Dynastic Race came from or through Punt and that "" Pan , or Punt , was a district at the south end of the Red Sea , which probably embraced both the African and Arabian shores . ""
"
8921,"Intaa waxaa dheer , EA Wallis Budge wuxuu sheegay in "" Dhaqanka Masriyiinta ee Muddada Dynastic uu qabtay in guriga abtirsiinyada Masriyiinta uu yahay Punt.
","Moreover , E. A. Wallis Budge stated that "" Egyptian tradition of the Dynastic Period held that the aboriginal home of the Egyptians was Punt .... ""
"
8922,". ""
","The Macrobians were warrior herders and seafarers.
"
8923,"Si kastaba ha noqotee , Masriyiintu waxay sii wadeen inay soo bandhigaan heeso jacayl oo ku saabsan Punt , "" Markii aan jaceylka u hayo , oo gacmahaygu ay i agdhacayaan , Waxaan ahay sida nin loo tarjumay Punt , ama sidii qof dib ugu soo baxay , markii dunidu si lama filaan ah u gashay ubax . ""
","However , Egyptians continued to compose love songs about Punt , "" When I hold my love close , and her arms steal around me , I 'm like a man translated to Punt , or like someone out in the reedflats , when the world suddenly bursts into flower . ""
"
8924,"Mararka qaar , waxay ku fidsan tahay Masar Sare korkeeda ilaa Caadada koowaad iyo Labaad ( gobolka loo yaqaanay dadka juquraafiga Greco-Roman sida Triakontaschoinos ) , ilaa xad waa Aswan.
","Sometimes , it overlapped Upper Egypt stretching to the First and Second Cataracts ( the region known to Greco-Roman geographers as Triakontaschoinos ) , so roughly until Aswan.
"
8925,"In Upper Masar iyo Nubia Hoose ahayd taxane ah oo la joogo dhaqamada , ka Badarian , Amratian , Gerzean , A-Group , B-Group , iyo C-Group.
","In Upper Egypt and Lower Nubia there was present a series of cultures , the Badarian , Amratian , Gerzean , A-Group , B-Group , and C-Group.
"
8926,"Caddaynta luqadaha ayaa si xoogan u muujineysa in luqadaha Cushitic looga hadlo gobolka Nubia Hoose , oo ah gobol qadiim ah oo xayiraya maanta Koonfurta Masar iyo Waqooyiga Suudaan , kahor imaatinka luuqadaha Waqooyi Bari Suudaan ee Dooxada Dhexe.
","Linguistic evidence indicates that Cushitic languages were spoken in Lower Nubia , an ancient region which straddles present day Southern Egypt and Northern Sudan , before the arrival of North Eastern Sudanic languages from Upper Nubia.
"
8927,"Laga yaabee qiyaastii 591 BC caasimada Kush waxaa loo wareejiyay koonfurta ilaa Meroe.
","Perhaps around 591 BC the capital of Kush was transferred south to Meroe.
"
8928,"Blemmyes waa boqortooyo qabiileed Beja ah oo jirtay ugu yaraan 600 BC ilaa qarnigii 3aad AD ee Nubia.
","The Blemmyes were a Beja tribal kingdom that existed from at least 600 BC to the 3rd century AD in Nubia.
"
8929,"Reer Blemmyes waxay qabsadeen gobol aad u muhiim ah waxa maanta casriga ah ee Suudaan.
","The Blemmyes occupied a considerable region in what is modern day Sudan.
"
8930,"Waxaa jiray dhowr magaalo oo muhiim ah sida Faras , Kalabsha , Ballana iyo Aniba.
","There were several important cities such as Faras , Kalabsha , Ballana and Aniba.
"
8931,"Dhammaantood waxaa lagu xoojiyey derbiyada iyo munaarado isku dhafan Masar , Hellenic , Roman iyo Nubian.
","All were fortified with walls and towers of a mixture of Egyptian , Hellenic , Roman and Nubian elements.
"
8932,"Dhaqanka Blemmyes sidoo kale wuxuu ahaa mid saameyn ku leh dhaqanka Meroitic.
","Blemmyes culture was also under the influence of the Meroitic culture.
"
8933,"Diintoodu waxay xuddun u ahayd macbudyada Kalabsha iyo Philae.
","Their religion was centered in the temples of Kalabsha and Philae.
"
8934,"Philae wuxuu ahaa meel lagu xajisto xajka , oo leh guryo ku yaal Isis , Mandulis , iyo Anhur.
","Philae was a place of mass pilgrimage , with temples for Isis , Mandulis , and Anhur.
"
8935,"Waxay ahayd meesha Roman Emperors Augustus iyo Trajan ay ku biiriyeen tabarucyo badan oo la galay macbudyo cusub , plazas , iyo shaqooyin taallo leh.
","It was where the Roman Emperors Augustus and Trajan made many contributions with new temples , plazas , and monumental works.
"
8936,"Luqadaha Cushitic waxaa badanaa loo tixgeliyaa inay ku jiraan laamaha soo socda : Afka Soomaaliga waa luqadda kaliya ee Cushitic loo aqoonsan yahay luqad rasmi ah halka Oromo loo aqoonsan yahay inay tahay luqadda shaqada ee Itoobiya.
","The Somali language is the sole Cushitic language recognized as an official language while Oromo and Afar are recognized as a regional working languages in Ethiopia.
"
8937,"Afarta iyo Af-Soomaaliga waxaa loo aqoonsan yahay inay yihiin luqadaha qaranka laakiin si rasmi ah uma joogaan Jabuuti.
","Afar and Somali are recognized as national languages but are not official languages in Djibouti.
"
8938,"Luuqadaha Ethiosemitic Luuqadaha taariikhiga ah ee xiriirka ka dhexeeya luqadaha Ethiosemitic iyo luqadaha Cushitic waa mid aad u kala duwan oo isku dhafan , aan wali si buuxda loo fahmin.
","Ethiosemitic Languages The historical linguistics of the relationship between Ethiosemitic languages and Cushitic languages is multi-layered and complex , not yet fully understood.
"
8939,"Aqoonyahanada Itoobiyaanka ah ee ku takhasusay Daraasaadka Itoobiya sida Messay Kebede iyo Daniel E. Alemu guud ahaan way diidan yihiin aragtidan ku doodaya in guuritaanku uu ka mid yahay isdhaafsiga isweydaarsiga , hadii xitaa ay dhacdayba.
","The Somali language is the sole Cushitic language recognized as an official language while Oromo and Afar are recognized as a regional working languages in Ethiopia.
"
8940,"Luuqadaha Nilo-Saharan Waxay la xiriirtaa Nubians inkasta oo Cushitic la rumeysan yahay in lagu tiriyey mid ka mid ah luqadihii hore ee looga hadlay qeybo ka mid ah Nubia kala soocidda luqadda Meroitic ee xilliyadii dambe lama hubo sababta oo ah xog la'aanta iyo adkaanta tarjumaadda.
","The Somali language is the sole Cushitic language recognized as an official language while Oromo and Afar are recognized as a regional working languages in Ethiopia.
"
8941,"Tan iyo markii xarfaha alifbeetada loo kala saaray 1909 , waxaa la soo jeediyey in Meroitic ay la xiriirto luqadaha Nubian iyo luqadaha la midka ah ee Nilo-Saharan phylum.
","Since the alphabet was deciphered in 1909 , it has been proposed that Meroitic is related to the Nubian languages and similar languages of the Nilo-Saharan phylum.
"
8942,"Sheegashada tartanka ayaa ah in Meroitic uu xubin ka yahay masarka Afroasiatic phylum.
","The competing claim is that Meroitic is a member of the Afroasiatic phylum.
"
8943,"Kuush-ku hadla Qowmiyadda oromadu waa koox qowmiyadeed oo degan Itoobiya.
","The Agaw ( "" Agäw , "" modern "" Agew "" ) are an ethnic group inhabiting Ethiopia and neighboring Eritrea.
"
8944,"Waxay ka mid yihiin qowmiyadaha ugu waaweyn dalka Itoobiya waxayna matalaan 34.4 % tirada guud ee dadka Itoobiya.
","They are one of the largest ethnic groups in Ethiopia and represent 34.4 % of Ethiopia's population.
"
8945,"Oromada waxay ku hadashaa luuqada oromada sidii afka hooyo ( sidoo kale waxaa loogu yeeraa "" Afaan Oromoo "" iyo "" Oromada "" ) , oo kamid ah laanta Cushitic ee luuqada Afro-Asiatic.
","Oromos speak the Oromo language as a mother tongue ( also called "" Afaan Oromoo "" and "" Oromiffa "" ) , which is part of the Cushitic branch of the Afro-Asiatic language family.
"
8946,"Ereyga "" Oromo "" wuxuu ku soo muuqday suugaanta reer Yurub markii ugu horeysay sanadkii 1893 ka dibna tartiib tartiib ayuu caan ugu noqday qeybtii labaad qarnigii 20aad.
","The word "" Oromo "" is sometimes mistakenly said to have appeared in European literature for the first time in 1893.
"
8947,"Soomaalidu waa koox qowmiyadeed oo dagan Geeska Afrika.
","The Somalis are an ethnic group inhabiting the Horn of Africa.
"
8948,"Inta badan Soomaalidu waxay ku hadashaa luuqadda Soomaaliga , taasoo qayb ka ah laanta Cushitic ee qoyska Afroasiatic.
","They speak Saho as a mother tongue , which belongs to the Cushitic branch of the Afroasiatic family and is closely related to Afar.
"
8949,"Iyagu waa Sunniyiin Sunni ah.
","They are predominantly Muslim , mostly Sunni or non-denominational Muslim.
"
8950,"Qowmiyadaha qowmiyadaha laga tirada badan yahay waxay gaarayaan 12-18 milyan waxaana guud ahaan ay ku badan yihiin Soomaaliya ( ku dhawaad 9 milyan ) , Itoobiya ( 4.5 milyan ) , Kenya ( 2.4 milyan ) , iyo Jabuuti ( 534,000 ).
","Ethnic Somalis number around 12-18 million and are principally concentrated in Somalia ( around 9 million ) , Ethiopia ( 4.5 million ) , Kenya ( 2.4 million ) , and Djibouti ( 534,000 ).
"
